sentID	nw	wordID	length	freq	pred	word	deps
17	11	10	6	1	0.0	Dunkin	[]
17	11	11	7	1	1.0	Donuts.	[10, 9, 3]
18	13	1	3	845	0.0	Mr.	[]
18	13	2	5	72	0.3	Jones	[1]
18	13	3	5	398	0.0	asked	[2]
18	13	4	3	6994	0.15	his	[]
18	13	5	3	165	0.05	son	[4, 3]
18	13	6	2	26155	0.5	to	[]
18	13	7	5	445	0.0	water	[6, 3]
18	13	8	3	69974	0.95	the	[]
18	13	9	6	59	0.3	plants	[8, 7]
18	13	10	3	28850	0.5	and	[]
18	13	11	3	1	0.1	mow	[10, 7]
18	13	12	3	69974	1.0	the	[]
18	13	13	5	15	0.95	lawn.	[12, 11]
19	8	1	3	69974	0.0	The	[]
19	8	2	7	5	0.0	bride's	[]
19	8	3	6	216	0.1	mother	[2, 1]
19	8	4	5	30	0.05	cried	[3]
19	8	5	6	585	0.05	during	[]
19	8	6	3	69974	1.0	the	[]
19	8	7	7	32	0.45	wedding	[]
19	8	8	9	18	0.65	ceremony.	[7, 6, 5, 4]
20	12	1	3	69974	0.0	The	[]
20	12	2	5	36	0.0	drunk	[]
20	12	3	6	49	0.0	driver	[2, 1]
20	12	4	4	173	0.0	lost	[3]
20	12	5	8	223	0.4	control,	[4]
20	12	6	7	12	0.05	crashed	[4]
20	12	7	4	1789	0.4	into	[]
20	12	8	1	23127	0.6	a	[]
20	12	9	6	244	0.0	street	[]
20	12	10	4	94	0.6	sign	[9, 8, 7, 6]
20	12	11	3	28850	0.85	and	[]
20	12	12	5	86	0.7	died.	[11, 4]
21	12	1	4	87	0.0	Mary	[]
21	12	2	3	9816	0.15	was	[]
21	12	3	3	69974	0.05	the	[]
21	12	4	4	1748	0.3	only	[]
21	12	5	8	4	0.0	teenager	[4, 3, 2, 1]
21	12	6	3	2252	0.5	who	[]
21	12	7	8	36	0.0	attended	[6, 5]
21	12	8	3	69974	0.8	the	[]
21	12	9	6	143	0.0	square	[]
21	12	10	5	90	0.85	dance	[9, 8, 7]
21	12	11	2	21335	0.0	in	[]
21	12	12	5	212	0.0	town.	[11, 10]
22	11	1	3	69974	0.0	The	[]
22	11	2	7	1	0.0	burglar	[1]
22	11	3	5	67	0.15	broke	[2]
22	11	4	3	69974	0.15	the	[]
22	11	5	6	119	0.45	window	[4, 3]
22	11	6	3	28850	0.35	and	[]
22	11	7	7	49	0.0	quietly	[]
22	11	8	7	6	0.05	sneaked	[7, 6, 3]
22	11	9	4	1789	0.8	into	[]
22	11	10	3	69974	0.95	the	[]
22	11	11	6	591	0.85	house.	[10, 9, 8]
23	11	1	5	11	0.0	Jimmy	[]
23	11	2	3	9816	0.0	was	[]
23	11	3	4	145	0.0	sent	[2, 1]
23	11	4	2	26155	0.8	to	[]
23	11	5	3	69974	0.45	the	[]
23	11	6	11	1	0.4	principal's	[]
23	11	7	6	255	1.0	office	[6, 5, 4, 3]
23	11	8	7	883	0.3	because	[]
23	11	9	2	9547	0.9	he	[]
23	11	10	7	1	0.0	punched	[10, 9, 3]
23	11	11	6	14	0.05	Sally.	[11]
24	10	1	4	1159	0.0	Most	[]
24	10	2	3	239	0.0	job	[]
24	10	3	12	25	0.05	applications	[2, 1]
24	10	4	7	86	0.1	require	[3]
24	10	5	2	5372	0.05	at	[]
24	10	6	5	343	0.75	least	[5]
24	10	7	3	3297	0.3	one	[6]
24	10	8	6	145	0.05	letter	[7, 4]
24	10	9	2	36414	1.0	of	[]
24	10	10	15	24	0.55	recommendation.	[9, 8]
25	9	1	3	69974	0.0	The	[]
25	9	2	9	1	0.0	daredevil	[1]
25	9	3	3	9816	0.1	was	[]
25	9	4	8	24	0.0	relieved	[3, 2]
25	9	5	4	2333	0.4	when	[]
25	9	6	3	6994	0.05	his	[]
25	9	7	9	1	0.15	parachute	[6]
25	9	8	7	191	0.05	finally	[]
25	9	9	7	131	1.0	opened.	[8, 7, 5, 4]
26	13	1	2	8761	0.0	It	[]
26	13	2	2	10109	0.0	is	[]
26	13	3	3	4868	0.0	not	[]
26	13	4	7	63	0.0	unusual	[3, 2, 1]
26	13	5	2	26155	0.25	to	[]
26	13	6	3	772	0.2	see	[5, 4]
26	13	7	2	3727	0.65	an	[]
26	13	8	9	2	0.0	armadillo	[7, 6]
26	13	9	5	55	0.05	cross	[8]
26	13	10	1	23127	0.0	a	[]
26	13	11	4	195	0.55	road	[10, 9]
26	13	12	2	21335	0.7	in	[]
26	13	13	6	69	0.2	Texas.	[12, 6]
27	10	1	4	1	0.0	Erik	[]
27	10	2	4	426	0.0	took	[1]
27	10	3	3	6995	0.15	his	[]
27	10	4	4	51	0.0	sick	[]
27	10	5	8	1	0.0	parakeet	[4, 3, 2]
27	10	6	2	26155	1.0	to	[]
27	10	7	3	69974	1.0	the	[]
27	10	8	12	2	0.9	veterinarian	[7, 6, 2]
27	10	9	2	6740	0.0	on	[]
27	10	10	8	58	0.05	Tuesday.	[9, 2]
28	11	1	2	14	0.0	Al	[]
28	11	2	9	34	0.0	stretched	[1]
28	11	3	6	1015	0.0	before	[]
28	11	4	7	123	0.0	running	[3, 2]
28	11	5	2	26155	0.2	to	[]
28	11	6	5	58	0.0	avoid	[5, 2]
28	11	7	7	25	0.15	pulling	[6]
28	11	8	1	23127	0.6	a	[]
28	11	9	8	1	0.0	ligament	[8, 7]
28	11	10	2	4204	0.6	or	[]
28	11	11	7	42	0.55	muscle.	[10, 9]
29	11	1	3	69974	0.0	The	[]
29	11	2	5	1	0.0	boxer	[1]
29	11	3	6	5	0.0	flared	[2]
29	11	4	3	6994	0.7	his	[]
29	11	5	8	3	0.85	nostrils	[4, 3]
29	11	6	2	7251	0.05	as	[]
29	11	7	2	9547	0.75	he	[]
29	11	8	7	97	0.05	entered	[7, 6, 3]
29	11	9	3	69974	1.0	the	[]
29	11	10	6	1	0.0	boxing	[]
29	11	11	5	47	0.95	ring.	[10, 9, 8]
30	10	1	4	87	0.0	Mary	[]
30	10	2	3	9816	0.05	was	[]
30	10	3	8	3	0.0	thrilled	[2, 1]
30	10	4	2	26155	0.35	to	[]
30	10	5	7	76	0.0	receive	[4, 3]
30	10	6	1	23127	0.35	a	[]
30	10	7	7	1	0.0	trinket	[6, 5]
30	10	8	4	4371	0.75	from	[]
30	10	9	3	3036	0.7	her	[]
30	10	10	10	1	0.5	boyfriend.	[9, 8, 5]
31	12	1	7	104	0.0	Covered	[]
31	12	2	4	7289	0.55	with	[]
31	12	3	8	2	0.0	maggots,	[2, 1]
31	12	4	3	69974	0.9	the	[]
31	12	5	3	10	0.0	rag	[4, 3]
31	12	6	3	9816	0.55	was	[]
31	12	7	7	75	0.0	removed	[6, 5]
31	12	8	4	4371	0.9	from	[]
31	12	9	3	69974	1.0	the	[]
31	12	10	6	1	0.0	smelly	[]
31	12	11	4	1	0.0	dorm	[]
31	12	12	5	384	1.0	room.	[11, 10, 9, 8, 7]
32	9	1	9	1	0.0	Propelled	[]
32	9	2	4	4371	0.0	from	[]
32	9	3	1	23127	0.15	a	[]
32	9	4	10	26	0.0	submarine,	[3, 2, 1]
32	9	5	3	69974	0.75	the	[]
32	9	6	7	1	0.3	torpedo	[5, 1]
32	9	7	6	59	0.05	struck	[6]
32	9	8	3	69974	0.8	the	[]
32	9	9	11	1	0.0	battleship.	[9, 8]
33	9	1	6	52	0.0	Alfred	[]
33	9	2	6	119	0.0	served	[1]
33	9	3	5	8	0.0	baked	[]
33	9	4	7	1	0.0	haddock	[3, 2]
33	9	5	3	28850	0.4	and	[]
33	9	6	9	1	0.05	asparagus	[5, 4]
33	9	7	2	26155	0.3	to	[]
33	9	8	3	6994	0.5	his	[]
33	9	9	11	1	0.25	girlfriend.	[8, 7, 2]
34	11	1	3	69974	0.0	The	[]
34	11	2	6	31	0.0	dancer	[1]
34	11	3	9	8	0.0	resembled	[2]
34	11	4	1	23127	0.8	a	[]
34	11	5	7	1	0.0	gazelle	[4, 3]
34	11	6	2	7251	0.15	as	[]
34	11	7	2	9547	0.05	he	[]
34	11	8	6	20	0.25	leaped	[7, 6, 3]
34	11	9	6	282	0.25	across	[]
34	11	10	3	69974	1.0	the	[]
34	11	11	6	175	0.6	stage.	[10, 9, 8]
35	14	1	3	69974	0.0	The	[]
35	14	2	6	831	0.0	little	[]
35	14	3	4	220	0.2	girl	[2, 1]
35	14	4	3	5134	0.0	had	[3]
35	14	5	7	1	0.0	dimples	[4]
35	14	6	2	21335	0.2	in	[]
35	14	7	3	3036	0.9	her	[]
35	14	8	4	25	0.1	chin	[7, 6, 5]
35	14	9	3	28850	0.95	and	[]
35	14	10	1	23127	0.15	a	[]
35	14	11	7	1	0.1	freckle	[10, 9, 5]
35	14	12	2	6740	0.95	on	[]
35	14	13	3	3036	1.0	her	[]
35	14	14	5	60	0.85	nose.	[13, 12, 11]
36	10	1	3	69974	0.0	The	[]
36	10	2	5	61	0.0	beach	[1]
36	10	3	3	9816	0.6	was	[]
36	10	4	7	104	0.1	covered	[3, 2]
36	10	5	4	7289	0.9	with	[]
36	10	6	8	3	0.0	pebbles,	[5, 4]
36	10	7	3	93	0.0	sea	[]
36	10	8	7	15	0.6	shells,	[7, 6]
36	10	9	3	28850	0.95	and	[]
36	10	10	9	1	0.0	starfish.	[9, 6]
37	12	1	3	69974	0.0	The	[]
37	12	2	5	213	0.0	child	[1]
37	12	3	3	5134	0.05	had	[2]
37	12	4	1	23127	0.5	a	[]
37	12	5	9	9	0.0	nightmare	[4, 3]
37	12	6	5	1814	0.45	about	[]
37	12	7	5	681	0.0	being	[]
37	12	8	6	1	0.25	chased	[7, 6, 5]
37	12	9	2	5305	0.9	by	[]
37	12	10	7	1	0.0	hornets	[9, 8]
37	12	11	3	28850	0.85	and	[]
37	12	12	6	1	0.15	wasps.	[11, 10]
38	13	1	4	1	0.0	Biff	[]
38	13	2	4	4	0.0	dove	[1]
38	13	3	4	1789	0.55	into	[]
38	13	4	3	69974	1.0	the	[]
38	13	5	5	445	0.35	water	[4, 3, 2]
38	13	6	3	28850	0.55	and	[]
38	13	7	9	10	0.0	retrieved	[6, 2]
38	13	8	1	23127	0.15	a	[]
38	13	9	7	1	0.0	scallop	[8, 7]
38	13	10	4	4371	0.25	from	[]
38	13	11	3	69974	0.85	the	[]
38	13	12	5	34	0.0	ocean	[]
38	13	13	6	158	0.85	floor.	[12, 11, 10, 7]
39	13	1	3	69974	0.0	The	[]
39	13	2	6	831	0.0	little	[]
39	13	3	4	220	0.2	girl	[2, 1]
39	13	4	6	78	0.0	picked	[3]
39	13	5	3	3001	0.0	all	[4]
39	13	6	2	36414	0.25	of	[]
39	13	7	3	69974	0.95	the	[]
39	13	8	7	1	0.0	cashews	[7, 6, 5]
39	13	9	3	2096	0.75	out	[]
39	13	10	2	36414	1.0	of	[]
39	13	11	3	69974	1.0	the	[]
39	13	12	5	31	0.0	trail	[]
39	13	13	4	13	0.85	mix.	[12, 11, 10, 9, 4]
40	12	1	3	69974	0.0	The	[]
40	12	2	7	9	0.0	athlete	[1]
40	12	3	5	67	0.0	broke	[2]
40	12	4	3	6994	0.7	his	[]
40	12	5	6	1	0.0	pelvis	[4, 3]
40	12	6	3	28850	0.05	and	[]
40	12	7	5	1601	0.1	could	[]
40	12	8	3	4868	0.9	not	[]
40	12	9	11	22	0.0	participate	[8, 7, 6, 3]
40	12	10	2	21335	0.95	in	[]
40	12	11	3	69974	0.85	the	[]
40	12	12	5	103	0.15	race.	[11, 10, 9]
41	12	1	3	69974	0.0	The	[]
41	12	2	4	123	0.0	game	[]
41	12	3	4	288	0.0	show	[2]
41	12	4	10	1	0.0	contestant	[3, 1]
41	12	5	3	68	0.4	won	[4]
41	12	6	1	23127	0.6	a	[]
41	12	7	6	1	0.0	quartz	[]
41	12	8	5	81	0.95	watch	[7, 6, 5]
41	12	9	3	28850	0.8	and	[]
41	12	10	1	23127	0.75	a	[]
41	12	11	10	51	0.05	television	[]
41	12	12	4	414	1.0	set.	[11, 10, 9, 8]
42	10	1	3	69974	0.0	The	[]
42	10	2	8	8	0.0	careless	[]
42	10	3	7	1	0.0	mailman	[2, 1]
42	10	4	9	37	0.0	delivered	[3]
42	10	5	3	69974	0.95	the	[]
42	10	6	6	1	0.0	parcel	[5, 4]
42	10	7	2	26155	0.9	to	[]
42	10	8	3	69974	1.0	the	[]
42	10	9	5	129	0.95	wrong	[]
42	10	10	6	591	0.5	house.	[9, 8, 7, 4]
43	12	1	5	1068	0.0	After	[]
43	12	2	9	34	0.0	receiving	[1]
43	12	3	6	265	0.0	money,	[2]
43	12	4	3	69974	0.25	the	[]
43	12	5	6	2	0.0	beggar	[5]
43	12	6	6	56	0.1	bought	[5, 2]
43	12	7	10	12	0.05	cigarettes	[6]
43	12	8	3	28850	0.8	and	[]
43	12	9	1	23127	0.0	a	[]
43	12	10	4	362	0.0	case	[9, 8, 7]
43	12	11	2	36414	1.0	of	[]
43	12	12	5	35	0.95	beer.	[11, 12]
44	11	1	2	5372	0.0	At	[]
44	11	2	3	69974	0.6	the	[]
44	11	3	7	131	0.0	science	[]
44	11	4	6	216	0.0	party,	[3, 2, 1]
44	11	5	6	847	0.0	people	[]
44	11	6	4	3286	0.45	were	[]
44	11	7	7	36	0.05	dressed	[6, 5, 4]
44	11	8	2	7251	0.2	as	[]
44	11	9	6	3	0.05	robots	[9, 8]
44	11	10	3	28850	0.8	and	[]
44	11	11	10	5	0.3	computers.	[10, 9]
45	12	1	3	69974	0.0	The	[]
45	12	2	8	6	0.0	stunning	[]
45	12	3	7	6	0.05	actress	[2, 1]
45	12	4	4	65	0.0	wore	[3]
45	12	5	1	23127	0.1	a	[]
45	12	6	5	203	0.05	black	[]
45	12	7	6	1	0.0	sequin	[]
45	12	8	5	67	0.7	dress	[7, 6, 5, 4]
45	12	9	2	26155	0.25	to	[]
45	12	10	3	69974	1.0	the	[]
45	12	11	5	46	0.2	award	[]
45	12	12	9	18	0.6	ceremony.	[11, 10, 9, 4]
46	13	1	4	2333	0.0	When	[]
46	13	2	3	69974	0.25	the	[]
46	13	3	3	1207	0.05	man	[2]
46	13	4	3	134	0.0	ran	[3, 1]
46	13	5	2	21335	0.0	in	[]
46	13	6	3	69974	0.65	the	[]
46	13	7	9	7	0.0	blizzard,	[6, 5, 4]
46	13	8	2	3727	0.0	an	[]
46	13	9	6	1	0.05	icicle	[8]
46	13	10	6	76	0.05	formed	[9, 4]
46	13	11	2	6740	0.9	on	[]
46	13	12	3	6994	0.85	his	[]
46	13	13	6	26	0.1	beard.	[12, 11, 10]
47	12	1	3	69974	0.0	The	[]
47	12	2	6	6	0.0	clumsy	[]
47	12	3	9	36	0.0	assistant	[2, 1]
47	12	4	7	101	0.45	dropped	[3]
47	12	5	1	23127	0.1	a	[]
47	12	6	7	2	0.15	beaker,	[5, 4]
47	12	7	3	28850	0.5	and	[]
47	12	8	2	8761	0.15	it	[]
47	12	9	9	13	0.05	shattered	[8, 7, 4]
47	12	10	2	6740	0.4	on	[]
47	12	11	3	69974	0.95	the	[]
47	12	12	6	158	0.9	floor.	[11, 10, 9]
48	12	1	4	2333	0.0	When	[]
48	12	2	4	2	0.0	Al's	[]
48	12	3	6	1	0.0	retina	[2]
48	12	4	6	246	0.05	became	[3, 1]
48	12	5	8	1	0.2	inflamed	[4]
48	12	6	3	28850	0.1	and	[]
48	12	7	5	10	0.05	sore,	[6, 5]
48	12	8	2	9547	1.0	he	[]
48	12	9	7	41	0.0	visited	[8, 4]
48	12	10	3	69974	0.85	the	[]
48	12	11	3	122	0.1	eye	[]
48	12	12	7	100	0.9	doctor.	[11, 10, 9]
